DOI,year,donor,donor_smiles,donor_coreferents,fullerene_acceptor,acceptor,acceptor_smiles,acceptor_coreferents,power conversion efficiency,open circuit voltage,short circuit current,fill factor,property_metadata
10.1039/c3nr01923c,2013.44931506849,"poly[2,6-(4,4'-bis-(2-ethylhexyl)dithieno[3,2-b:2',3'-d]silole)-alt-4,7(2,1,3-benzothiadiazole)]",[*]c1cc5c(s1)c4sc(c2ccc([*])c3nsnc23)cc4[Si]5(CC(CC)CCCC)CC(CC)CCCC,"[""poly[2,6-(4,4'-bis-(2-ethylhexyl)dithieno[3,2-b:2',3'-d]silole)-alt-4,7(2,1,3-benzothiadiazole)]"", 'PSBTBT']",0,,,[],"=""~3.4 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 80, ""entity_end"": 80, ""property_value_start"": 83, ""property_value_end"": 84, ""property_numeric_value"": 3.4, ""property_unit"": ""%"", ""property_value_descriptor"": ""~""}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c3nr06323b,2014.01917808219,PEDOT-PSS,,['PEDOT-PSS'],0,,,[],"=""12 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 47, ""entity_end"": 49, ""property_value_start"": 51, ""property_value_end"": 52, ""property_numeric_value"": 12.0, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c2nr30210a,2012.21643835616,PCPDTBT,CCCCC(CC)CC5(CC(CC)CCCC)c1cc([*])sc1c4sc(c2ccc([*])c3nsnc23)cc45,"[""poly[2,6-(4,4-bis-(2-ethylhexyl)-4H-cyclopenta[2,1-b;3,4-b']-dithiophene)-alt-4,7-(2,1,3-benzothiadiazole)]"", 'PCPDTBT']",0,,,[],"=""3.7 ± 0.2 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiencies"", ""entity_start"": 196, ""entity_end"": 198, ""property_value_start"": 201, ""property_value_end"": 204, ""property_numeric_value"": 3.7, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c4nr03176h,2014.73150684932,poly(3-hexylthiophene),[*]C1C=C(CCCCCC)C([*])S1,['poly(3-hexylthiophene)'],0,,,[],"=""15 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 300, ""entity_end"": 302, ""property_value_start"": 306, ""property_value_end"": 307, ""property_numeric_value"": 15.0, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c4nr00733f,2014.24931506849,"poly(3,4-ethylenedioxythiophene)",C1COc2c(O1)c([*])sc2c4sc([*])c3OCCOc34,"['poly(3,4-ethylenedioxythiophene)']",0,,,[],"=""9.3 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 165, ""entity_end"": 165, ""property_value_start"": 167, ""property_value_end"": 168, ""property_numeric_value"": 9.3, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c3nr03011c,2013.51780821918,polyaniline,[*]Nc1ccc([*])cc1,"['polyaniline', 'PANI']",0,,,[],"=""6.87 %""","=""0.89 V""","=""11.60 mA cm^{-2}""","=""66.87 %""","{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 123, ""entity_end"": 123, ""property_value_start"": 125, ""property_value_end"": 126, ""property_numeric_value"": 6.87, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {""entity_name"": ""V_{oc}"", ""entity_start"": 108, ""entity_end"": 109, ""property_value_start"": 111, ""property_value_end"": 112, ""property_numeric_value"": 0.89, ""property_unit"": ""V"", ""property_value_descriptor"": """"}, ""short circuit current"": {""entity_name"": ""J_{sc}"", ""entity_start"": 99, ""entity_end"": 100, ""property_value_start"": 102, ""property_value_end"": 105, ""property_numeric_value"": 11.6, ""property_unit"": ""mA cm^{-2}"", ""property_value_descriptor"": """"}, ""fill factor"": {""entity_name"": ""FF"", ""entity_start"": 115, ""entity_end"": 115, ""property_value_start"": 117, ""property_value_end"": 118, ""property_numeric_value"": 66.87, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1007/s12274-013-0325-7,2013.34520547945,,,[],1,PC_{61}BM,,['PC_{61}BM'],"=""2.04 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 72, ""entity_end"": 72, ""property_value_start"": 75, ""property_value_end"": 76, ""property_numeric_value"": 2.04, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1007/s12274-015-0810-2,2015.6,PTB7,[*]c5cc4c(OCC(CC)CCCC)c3sc(c1sc([*])c2c(F)c(C(=O)OCC(CC)CCCC)sc12)cc3c(OCC(CC)CCCC)c4s5,['PTB7'],0,,,[],"=""2.79 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 28, ""entity_end"": 30, ""property_value_start"": 60, ""property_value_end"": 61, ""property_numeric_value"": 2.79, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1007/s12274-011-0162-5,2011.60821917808,polystyrene,c1ccc(C(C[*])[*])cc1,"['polystyrene', 'PS', 'PSS']",0,,,[],"=""5.7 %""",,"=""21.1 mA/cm^{2}""",,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 239, ""entity_end"": 241, ""property_value_start"": 246, ""property_value_end"": 247, ""property_numeric_value"": 5.7, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {""entity_name"": ""short-circuit current density"", ""entity_start"": 219, ""entity_end"": 223, ""property_value_start"": 231, ""property_value_end"": 235, ""property_numeric_value"": 21.1, ""property_unit"": ""mA/cm^{2}"", ""property_value_descriptor"": """"}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1002/smll.201902598,2019.64109589041,P(F-Cl),,"['P(F-Cl)', 'P(F-Cl)(BDD)']",0,,,[],"=""13.9 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCEs"", ""entity_start"": 188, ""entity_end"": 188, ""property_value_start"": 193, ""property_value_end"": 194, ""property_numeric_value"": 13.9, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1021/acs.macromol.0c01042,2020.61917808219,,,[],1,PC_{61}BM,,['PC_{61}BM'],"=""9.68 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 68, ""entity_end"": 68, ""property_value_start"": 72, ""property_value_end"": 73, ""property_numeric_value"": 9.68, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/d0py00868k,2020.59452054795,BOPT,,[],0,,,[],"=""2.6 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiencies"", ""entity_start"": 204, ""entity_end"": 206, ""property_value_start"": 208, ""property_value_end"": 209, ""property_numeric_value"": 2.6, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1002/marc.202000170,2020.60547945205,,,[],0,PBPD-m,[*]c%10ccc(c8sc(c6ccc(c5cc4c(c1cccc(CC(CC)CCCC)c1)c2sc([*])cc2c(c3cccc(CC(CC)CCCC)c3)c4s5)s6)c9c(=O)c7c(CC(CC)CCCC)sc(CC(CC)CCCC)c7c(=O)c89)s%10,['PBPD-m'],"=""11.95 %""","=""0.88 V""","=""19.76 mA cm^{-2}""",,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 154, ""entity_end"": 154, ""property_value_start"": 157, ""property_value_end"": 158, ""property_numeric_value"": 11.95, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {""entity_name"": ""V_{oc}"", ""entity_start"": 167, ""entity_end"": 168, ""property_value_start"": 171, ""property_value_end"": 172, ""property_numeric_value"": 0.88, ""property_unit"": ""V"", ""property_value_descriptor"": """"}, ""short circuit current"": {""entity_name"": ""J_{sc}"", ""entity_start"": 181, ""entity_end"": 182, ""property_value_start"": 185, ""property_value_end"": 188, ""property_numeric_value"": 19.76, ""property_unit"": ""mA cm^{-2}"", ""property_value_descriptor"": """"}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1002/marc.202000170,2020.60547945205,PBPD-p,,['PBPD-p'],0,PBPD-m,[*]c%10ccc(c8sc(c6ccc(c5cc4c(c1cccc(CC(CC)CCCC)c1)c2sc([*])cc2c(c3cccc(CC(CC)CCCC)c3)c4s5)s6)c9c(=O)c7c(CC(CC)CCCC)sc(CC(CC)CCCC)c7c(=O)c89)s%10,['PBPD-m'],"=""6.97 %""","=""0.81 V""","=""15.97 mA cm^{-2}""","=""53.9 %""","{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 203, ""entity_end"": 203, ""property_value_start"": 205, ""property_value_end"": 206, ""property_numeric_value"": 6.97, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {""entity_name"": ""V_{oc}"", ""entity_start"": 209, ""entity_end"": 210, ""property_value_start"": 212, ""property_value_end"": 213, ""property_numeric_value"": 0.81, ""property_unit"": ""V"", ""property_value_descriptor"": """"}, ""short circuit current"": {""entity_name"": ""J_{sc}"", ""entity_start"": 216, ""entity_end"": 217, ""property_value_start"": 219, ""property_value_end"": 222, ""property_numeric_value"": 15.97, ""property_unit"": ""mA cm^{-2}"", ""property_value_descriptor"": """"}, ""fill factor"": {""entity_name"": ""FF"", ""entity_start"": 225, ""entity_end"": 225, ""property_value_start"": 227, ""property_value_end"": 228, ""property_numeric_value"": 53.9, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1021/acsami.0c08671,2020.59726027397,PSS,O=S(=O)(O)c1ccc(C(C[*])[*])cc1,['PSS'],0,,,[],"=""15 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCEs"", ""entity_start"": 58, ""entity_end"": 58, ""property_value_start"": 61, ""property_value_end"": 62, ""property_numeric_value"": 15.0, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1021/acsami.0c08671,2020.59726027397,poly(styrenesulfonate),C1COc2c(O1)c([*])sc2c4sc([*])c3OCCOc34,"['poly(styrenesulfonate)', 'PEDOT']",0,,,[],"=""13.38 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 152, ""entity_end"": 152, ""property_value_start"": 154, ""property_value_end"": 155, ""property_numeric_value"": 13.38, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1021/acsami.0c08671,2020.59726027397,"poly(3,4-ethylenedioxythiophene)",C1COc2c(O1)c([*])sc2c4sc([*])c3OCCOc34,"['poly(3,4-ethylenedioxythiophene)']",0,,,[],"=""9.5 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 256, ""entity_end"": 256, ""property_value_start"": 258, ""property_value_end"": 259, ""property_numeric_value"": 9.5, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1021/nn3007509,2012.33424657534,P3HT,[*]C1C=C(CCCCCC)C([*])S1,"['poly(3-hexylthiophene)', 'P3HT']",0,,,[],"=""1.9 %""","=""0.80 V""",,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiencies"", ""entity_start"": 104, ""entity_end"": 106, ""property_value_start"": 108, ""property_value_end"": 109, ""property_numeric_value"": 1.9, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {""entity_name"": ""V_{OC}"", ""entity_start"": 141, ""entity_end"": 142, ""property_value_start"": 144, ""property_value_end"": 145, ""property_numeric_value"": 0.8, ""property_unit"": ""V"", ""property_value_descriptor"": """"}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1021/nn9001165,2009.33150684931,,,[],0,perylene bisimide,,['perylene bisimide'],"=""0.041 %""",,,"=""38 %""","{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency \u03b7"", ""entity_start"": 263, ""entity_end"": 266, ""property_value_start"": 268, ""property_value_end"": 269, ""property_numeric_value"": 0.041, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {""entity_name"": ""fill factor FF"", ""entity_start"": 254, ""entity_end"": 256, ""property_value_start"": 258, ""property_value_end"": 259, ""property_numeric_value"": 38.0, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1021/nn301721q,2012.41643835616,,,[],1,PCBM,,['PCBM'],"=""~2.58 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 176, ""entity_end"": 176, ""property_value_start"": 178, ""property_value_end"": 179, ""property_numeric_value"": 2.58, ""property_unit"": ""%"", ""property_value_descriptor"": ""~""}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1021/acsnano.7b02322,2017.39726027397,"poly(3,4-ethylenedioxythiophene)",C1COc2c(O1)c([*])sc2c4sc([*])c3OCCOc34,"['poly(3,4-ethylenedioxythiophene)']",0,,,[],"=""8.0 %""","=""607 mV""","=""34.0 mA/cm^{2}""","=""61.4 %""","{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 158, ""entity_end"": 160, ""property_value_start"": 177, ""property_value_end"": 178, ""property_numeric_value"": 8.0, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {""entity_name"": ""open-circuit voltage"", ""entity_start"": 138, ""entity_end"": 141, ""property_value_start"": 143, ""property_value_end"": 144, ""property_numeric_value"": 0.607, ""property_unit"": ""V"", ""property_value_descriptor"": """"}, ""short circuit current"": {""entity_name"": ""short circuit current density"", ""entity_start"": 147, ""entity_end"": 150, ""property_value_start"": 152, ""property_value_end"": 155, ""property_numeric_value"": 34.0, ""property_unit"": ""mA/cm^{2}"", ""property_value_descriptor"": """"}, ""fill factor"": {""entity_name"": ""fill factor"", ""entity_start"": 224, ""entity_end"": 225, ""property_value_start"": 237, ""property_value_end"": 238, ""property_numeric_value"": 61.4, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1021/nn303815z,2012.79726027397,,,[],1,PCBM,,['PCBM'],"=""10-20 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 117, ""entity_end"": 119, ""property_value_start"": 123, ""property_value_end"": 126, ""property_numeric_value"": 15.0, ""property_unit"": ""%"", ""property_value_descriptor"": ""-""}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1021/acsnano.7b03090,2017.52602739726,naphthalene,,[],0,,,[],"=""14.5 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiencies"", ""entity_start"": 155, ""entity_end"": 157, ""property_value_start"": 172, ""property_value_end"": 173, ""property_numeric_value"": 14.5, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1021/acsnano.8b04848,2018.65479452055,PSS,O=S(=O)(O)c1ccc(C(C[*])[*])cc1,['PSS'],0,,,[],"=""15 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 247, ""entity_end"": 249, ""property_value_start"": 253, ""property_value_end"": 254, ""property_numeric_value"": 15.0, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1063/1.5018382,2018.10410958904,"poly{4,8-bis[(2-ethylhexyl)-oxy]benzo[1,2-b:4,5-b'] dithiophene-2,6-diyl-alt-3-fluoro-2-[(2-ethylhexyl)carbonyl]thieno[3,4-b]thiophene- 4,6-diyl}",,"[""poly{4,8-bis[(2-ethylhexyl)-oxy]benzo[1,2-b:4,5-b'] dithiophene-2,6-diyl-alt-3-fluoro-2-[(2-ethylhexyl)carbonyl]thieno[3,4-b]thiophene- 4,6-diyl}"", 'PTB7)-base']",0,,,[],"=""7.85 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 113, ""entity_end"": 113, ""property_value_start"": 115, ""property_value_end"": 116, ""property_numeric_value"": 7.85, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1063/1.5021780,2018.15890410959,PDPP3 T,,['PDPP3 T'],0,,,[],"=""4.5 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 97, ""entity_end"": 99, ""property_value_start"": 101, ""property_value_end"": 102, ""property_numeric_value"": 4.5, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1063/1.4962206,2016.6602739726,polyethylene terephthalate,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,['polyethylene terephthalate'],0,,,[],"=""7.70 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 43, ""entity_end"": 45, ""property_value_start"": 47, ""property_value_end"": 48, ""property_numeric_value"": 7.7, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1063/1.3643450,2011.73698630137,"poly[(4,4'-bis(2-lethylhexyl)dithieno-[3,2-b:2',3'-d]silole)-2,6-diyl-alt-(2,1,3-benzothiadiazole)-4,7-diyl]",,"[""poly[(4,4'-bis(2-lethylhexyl)dithieno-[3,2-b:2',3'-d]silole)-2,6-diyl-alt-(2,1,3-benzothiadiazole)-4,7-diyl]""]",0,,,[],"=""4.5 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 41, ""entity_end"": 43, ""property_value_start"": 54, ""property_value_end"": 55, ""property_numeric_value"": 4.5, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1063/1.4961935,2016.67945205479,,,[],1,PC70BM,,['PC70BM'],"=""3.5 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiencies"", ""entity_start"": 69, ""entity_end"": 71, ""property_value_start"": 75, ""property_value_end"": 76, ""property_numeric_value"": 3.5, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1063/1.4773515,2012.98082191781,P3HT,[*]C1C=C(CCCCCC)C([*])S1,"['poly(3-hexylthiophene)', 'P3HT']",0,,,[],"=""6.48 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 99, ""entity_end"": 99, ""property_value_start"": 101, ""property_value_end"": 102, ""property_numeric_value"": 6.48, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1063/1.1890468,2005.25753424658,"poly[2-(2-ethylhexyloxy)-5-methoxy-1,4-phenylenevinylene]",[*]/C=C/c1cc(OC)c([*])cc1OCC(CC)CCCC,"['poly[2-(2-ethylhexyloxy)-5-methoxy-1,4-phenylenevinylene]', 'MEH-PPV']",0,,,[],"=""0.58 %""","=""0.64 V""",,"=""0.43""","{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 139, ""entity_end"": 141, ""property_value_start"": 143, ""property_value_end"": 144, ""property_numeric_value"": 0.58, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {""entity_name"": ""open circuit voltage"", ""entity_start"": 119, ""entity_end"": 121, ""property_value_start"": 126, ""property_value_end"": 127, ""property_numeric_value"": 0.64, ""property_unit"": ""V"", ""property_value_descriptor"": """"}, ""short circuit current"": {}, ""fill factor"": {""entity_name"": ""fill factor"", ""entity_start"": 130, ""entity_end"": 131, ""property_value_start"": 133, ""property_value_end"": 133, ""property_numeric_value"": 43.0, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1063/1.4875913,2014.36164383562,"poly(3,4-ethylenedioxythiophene)",C1COc2c(O1)c([*])sc2c4sc([*])c3OCCOc34,"['poly(3,4-ethylenedioxythiophene)']",0,,,[],"=""11.52 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 133, ""entity_end"": 135, ""property_value_start"": 137, ""property_value_end"": 138, ""property_numeric_value"": 11.52, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1063/1.4918686,2015.30136986301,,,[],1,"[6,6]-phenyl C71-butyric acid methyl ester",,[],"=""7.78 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 126, ""entity_end"": 126, ""property_value_start"": 128, ""property_value_end"": 129, ""property_numeric_value"": 7.78, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
